User_ID,Age,Gender,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location
930,28,Male,7.95,28,2.56,1.41,3.98,New York
931,58,Male,6.59,17,3.85,0.35,2.39,Phoenix
932,54,Male,5.6,7,4.67,0.28,0.65,Chicago
933,31,Female,6.33,28,4.55,0.6,1.18,New York
934,47,Male,11.66,22,4.1,2.9,4.66,Phoenix
935,52,Male,13.38,8,4.44,4.64,4.3,Phoenix
936,38,Female,7.03,8,1,2.48,3.55,Houston
937,54,Female,8.04,29,1.42,4.21,2.41,New York
938,22,Female,6.27,20,1.44,2.23,2.6,Chicago
939,36,Male,10.31,20,1.89,3.54,4.88,Chicago
940,31,Male,10.46,6,1.97,3.66,4.83,New York
941,43,Male,4.67,19,2.72,0.87,1.08,New York
942,21,Female,6.67,27,0.8,1.81,4.06,Los Angeles
943,42,Female,7.64,16,3.46,3.19,0.99,Houston
944,59,Male,2.26,16,0.84,0.35,1.07,New York
945,42,Female,6.74,15,1.55,1.81,3.38,New York
946,35,Female,7.22,9,2.52,2.67,2.03,Los Angeles
947,57,Female,13.62,14,3.98,4.98,4.66,Los Angeles
948,25,Male,6.52,25,3.7,2.37,0.45,Phoenix
949,56,Female,9.87,17,3.23,4.08,2.56,Chicago
950,57,Female,7.53,21,0.78,2.16,4.59,Houston
951,31,Male,11.24,13,2.74,3.98,4.52,Phoenix
952,49,Male,4.2,17,0.44,2.98,0.78,New York
953,55,Female,8.15,14,1.89,4.43,1.83,Los Angeles
954,50,Female,7.22,5,2.07,2.05,3.1,Chicago
955,40,Male,4.02,19,0.2,3.02,0.8,Phoenix
956,32,Male,9.36,5,1.37,3.15,4.84,Chicago
957,50,Female,11.44,21,4.78,2.09,4.57,Los Angeles
958,42,Female,6.32,22,4.77,0.72,0.83,Phoenix
959,34,Female,2.84,6,1.76,0.47,0.61,Phoenix
960,50,Female,0.73,5,0.22,0.08,0.43,Chicago
961,19,Male,9.82,28,0.9,4.37,4.55,Los Angeles
962,31,Female,4.11,18,1.96,1.18,0.97,New York
963,57,Female,7.88,14,4.74,1.06,2.08,Phoenix
964,57,Male,6.63,10,0.71,3.68,2.24,New York
965,56,Female,8.42,26,3.82,1.6,3,Los Angeles
966,23,Male,3.43,19,0.54,2.53,0.36,Phoenix
967,23,Female,6.85,9,4.91,0.81,1.13,Phoenix
968,20,Female,11.37,13,1.91,4.8,4.66,New York
969,24,Male,12.68,20,3.88,4.26,4.54,Houston
970,25,Male,9.94,3,1.71,4.32,3.91,New York
971,59,Female,5.27,5,3.14,2.03,0.1,New York
972,32,Female,6.41,6,0.96,3.81,1.64,Houston
973,46,Female,4.59,15,0.73,0.72,3.14,Los Angeles
974,50,Male,6.11,8,4.69,0.04,1.38,Los Angeles
975,47,Female,9.24,28,4.59,0.1,4.55,Phoenix
976,56,Male,10.54,16,4.44,2.93,3.17,Chicago
977,44,Male,5.77,7,3.13,2.28,0.36,Chicago
978,53,Female,11.18,18,4.04,2.59,4.55,Phoenix
979,46,Male,5.18,17,0.35,0.04,4.79,Chicago
980,55,Female,4.17,17,1.67,2.11,0.39,New York
981,50,Female,7.82,6,1.57,3.59,2.66,New York
982,54,Female,6.91,10,3.18,2.21,1.52,Houston
983,44,Female,7.4,29,1.78,3.66,1.96,Houston
984,50,Female,2.81,18,0.74,1.17,0.9,Phoenix
985,21,Male,9.94,18,2.98,4.07,2.89,Phoenix
986,39,Male,11.8,6,4.07,2.94,4.79,Phoenix
987,19,Female,5.48,15,1.91,1.05,2.52,New York
988,27,Female,2.25,28,0.66,1.18,0.41,Chicago
989,22,Male,7.22,15,0.98,3.14,3.1,Phoenix
990,27,Male,7.04,4,1.19,4.15,1.7,Phoenix
991,50,Male,7.86,5,1.5,2.08,4.28,New York
992,55,Male,6.67,24,3.21,1.29,2.17,New York
993,30,Female,8.3,10,3,4.34,0.96,New York
994,48,Female,7.79,26,3.48,3.35,0.96,Chicago
995,53,Male,7.89,17,1.81,2.24,3.84,Phoenix
996,41,Female,7.89,13,4.12,2.44,1.33,Los Angeles
997,32,Male,5.88,11,1.02,1.02,3.84,Los Angeles
998,46,Female,6.51,9,2.35,3.13,1.03,Phoenix
999,25,Male,7.4,15,4,1.79,1.61,Phoenix
1000,22,Female,8.21,4,0.9,4.98,2.33,Phoenix
